hits|visits|day|identifier|orders|amount|product_pages|direct_visit|organic_visit|paid_search_visit|email_visit
209643|35115|2019-09-17|43|15505|890441.8099997729|44196|41417|32241|14010|7728
898474|111659|2019-12-04|43|25855|1274043.8499996995|257848|266005|287415|112898|45919
760169|72300|2020-03-11|43|24452|1093711.8999996723|248120|327916|253291|72681|68651
829726|79420|2019-12-22|43|41517|2269119.820000482|241575|327943|284278|123782|22192
1673929|152592|2020-05-01|43|190|8119.269999999978|537958|536558|486537|182307|175060
565369|64749|2019-10-31|43|25451|1548930.4699996198|190590|181130|144698|81706|62794
1282520|127722|2019-12-14|43|1907|98657.91000000313|380013|446623|369758|173916|101183
1484830|311454|2019-11-08|15|5190|496695.0999999953|357451|165870|60973|135677|29305
1240916|279620|2019-10-24|15|3671|464263.1499999935|332920|141642|51094|146602|20419
1083542|211343|2019-07-24|15|3855|445872.1799999983|275288|151994|56296|78259|13931
1222063|247602|2020-01-03|15|3414|431945.2999999736|294418|148436|55366|75832|37615
1151001|241893|2020-01-02|15|3294|416317.7599999738|283529|151840|59704|85038|3391
1095211|203565|2019-07-12|15|3958|435518.1399999957|260103|151888|54216|79621|7061
2046733|326690|2020-01-12|15|6817|742033.8199999487|490988|248648|72885|177531|74646
654919|157672|2020-02-18|15|1969|268146.7599999955|176736|83811|31241|61673|3124
703942|169996|2020-02-17|15|1984|280713.4299999977|191190|92137|32614|68786|5204
937409|220756|2019-04-22|15|74|11254.939999999975|225974|117562|48282|62542|11773
937966|190949|2019-08-18|15|2651|288313.88999998587|241485|118930|40343|82163|28974
1504991|292471|2020-04-23|15|5312|738048.0599999822|376574|206863|83354|154424|596
521261|128992|2020-02-14|15|1579|245199.69999999698|129429|55756|23899|44859|10729
650140|161531|2020-02-15|15|1899|296609.5299999997|181384|82413|30895|71322|3621
775341|184831|2020-02-08|15|2117|293936.3499999995|207462|99777|37587|73258|5044
695517|160046|2020-02-07|15|2218|250201.10999999352|179637|87025|31676|56449|8081
782895|169886|2019-06-06|15|2767|383130.3899999934|190584|103315|42805|51253|1577
818013|179287|2019-06-03|15|3288|454473.2399999924|209069|116024|45036|61653|3697
859053|181085|2019-06-02|15|2788|364987.4099999891|231993|120521|49223|69346|11496
1478940|276719|2019-06-28|15|4121|542595.8699999953|353724|196789|71399|112726|7192
855353|190087|2019-08-12|15|2686|311728.21999998984|217128|115708|44114|77007|1370
766742|174033|2019-04-18|15|1946|306045.49999999354|184384|94551|38034|47428|10367
786195|179102|2019-04-17|15|2096|327313.77999999607|192098|99861|41907|49192|4953
1809514|339750|2020-04-14|15|6492|916190.8999999666|426982|245334|97284|159074|332
831156|179467|2020-03-05|15|3033|392270.9199999958|216048|104995|35736|69037|19176
791071|177971|2020-03-04|15|3039|398258.36999999726|204930|106016|36528|73004|2991
651450|156844|2020-02-19|15|1788|229988.57999999714|177670|85642|31838|63976|1550
1185133|229651|2019-07-06|15|4191|531451.5599999919|301192|159144|58866|113436|2645
752044|182391|2020-03-14|15|2676|450488.93999999773|205188|100765|32081|82433|2687
1109888|211381|2020-01-21|15|3608|398212.4599999934|278578|149319|48083|101113|3289
1172574|200760|2019-08-04|15|3534|388432.96999998466|273350|136954|42927|81606|45581
686215|158294|2020-03-03|15|2638|415771.2399999977|178215|96461|33889|62181|2097
1129094|228591|2019-04-28|15|3028|404299.949999995|286859|130450|51586|78343|45065
1005465|219164|2019-04-27|15|2927|440831.08999999525|257753|120653|48241|87757|12648
817167|182027|2019-05-09|15|0||203958|106542|44064|51318|8664
1611663|336875|2019-11-13|15|6713|604195.2299999886|401106|186759|69208|162087|4718
1917693|304069|2020-01-10|15|5997|693193.1899999663|441461|226065|63526|156723|64690
1210274|257641|2020-03-30|15|0||267119|152719|50196|113637|285
763236|171620|2019-05-17|15|2336|309887.1799999894|193770|98809|39642|53184|11452
743058|165504|2019-05-14|15|2754|400953.6199999945|185211|99897|40574|52954|2289
1834823|411753|2019-12-04|15|9775|959570.4699999976|480609|207586|82798|250825|5356
793169|187998|2019-09-20|15|2739|477898.43999999063|211217|100242|35793|84070|4383
2134547|333260|2020-01-09|15|6634|703911.4399999541|496511|271271|75391|194855|18431
1569675|306295|2020-04-25|15|4980|750654.8399999875|408130|221399|89545|165986|988
881160|198330|2019-04-16|15|2325|354837.57999999454|210966|104123|43031|51719|14309
1285713|292418|2019-10-29|15|4458|544928.1499999997|358071|161104|57172|167571|3468
909981|197775|2019-09-11|15|3783|446995.73999998654|231696|123907|43151|79577|1687
1013388|215153|2019-10-12|15|3195|437644.7899999892|254880|122311|41651|93469|5731
1270565|258909|2020-04-01|15|4109|466310.78999996884|283867|164337|56974|120049|353
1808576|390142|2019-12-05|15|10324|1057283.4899999993|459481|210492|84169|229514|2642
1170988|212140|2020-01-24|15|3310|357897.69999999256|275915|137467|42114|89547|45768
886824|190989|2019-08-07|15|2731|304180.4599999929|218686|122547|44457|73755|4211
782600|174714|2019-06-01|15|2513|364850.879999994|206111|105010|44439|63366|6402
1268317|285280|2020-05-13|15|3963|627558.5599999941|324231|176684|73431|102629|357
1047690|224339|2019-04-26|15|2515|404559.4099999953|252013|111021|43719|72275|36373
918045|196629|2019-09-13|15|2878|531684.3099999906|232016|111214|38385|75715|26516
841625|209814|2020-03-16|15|1733|255025.77999999444|185484|106122|31015|66316|3433
1660514|300681|2020-04-12|15|4947|703643.0399999655|406806|232572|90816|156986|316
1922446|402247|2019-12-13|15|9251|945653.4699999815|467318|189590|73335|169949|57746
1126938|212903|2019-08-20|15|4902|518713.84999997343|269569|147877|44980|84041|37564
1004630|198699|2019-08-25|15|4008|382820.4599999958|261009|126790|38861|79754|50920
1371606|245657|2020-01-18|15|4311|502821.3499999906|341335|181774|59626|123562|10505
699700|160328|2020-03-06|15|2590|360012.0199999953|184792|92723|32261|67022|2888
1166177|243289|2019-05-01|15|3861|568689.959999996|284165|128603|46678|76412|58697
1078169|223126|2019-10-18|15|3279|420387.2999999945|263261|129659|44595|93327|19030
738090|167335|2019-05-24|15|2193|306741.0999999913|182034|93537|37832|52542|8073
1473328|313975|2019-11-04|15|5582|563968.3799999972|376092|175895|64545|153378|7892
1606739|304469|2020-04-06|15|6078|825824.5399999699|375130|224361|83071|135308|704
1594721|301188|2020-04-16|15|5605|800977.6999999842|397236|222272|89591|151434|324
1316559|282575|2020-05-07|15|4687|653223.0099999878|324615|180618|68232|126749|378
1040462|217560|2019-10-10|15|3151|461562.8099999875|255497|120973|40057|83653|21254
834147|198917|2019-09-21|15|2721|497139.4199999917|230567|108347|39445|97293|2003
1684892|325180|2019-11-20|15|4651|461927.9499999886|393945|203544|72803|177039|2533
756032|172457|2020-03-11|15|3346|525690.1399999985|203664|104889|32892|76781|2426
1484513|303800|2020-05-05|15|5473|784866.7499999873|350840|201785|82084|131827|567
774206|176575|2019-04-24|15|2093|325157.44999999786|194373|104335|42716|53068|5482
444372|100217|2020-02-12|15|2142|319687.78999999625|110075|45515|29113|38579|2529
687446|159837|2019-06-14|15|2483|355482.2799999889|181656|90137|35979|48040|4759
1233427|255806|2019-10-22|15|3977|556675.609999995|319025|166370|55216|124083|3480
702343|163002|2019-04-19|15|1781|314895.84999999386|170300|90735|36075|45911|2555
791429|172625|2019-06-13|15|2440|371852.35999999044|191002|95703|39259|50151|21327
851759|192655|2019-05-04|15|2393|413653.8199999992|222217|114891|48971|60273|5554
725124|171498|2020-03-02|15|2458|373506.2099999976|186126|94185|33459|64274|5440
1788377|319003|2019-06-30|15|5152|631759.7999999841|446357|215535|75220|153507|56499
815834|179396|2020-03-08|15|2882|370526.2699999957|232994|110433|37560|90557|1524
749791|168884|2019-06-21|15|2286|314112.4499999931|193495|103712|44407|52445|4702
1044550|212652|2019-10-15|15|3636|485947.1499999903|256316|132777|45860|92933|3576
1739385|374838|2019-12-09|15|10140|919330.33999999|423515|215869|86279|182385|7502
847846|184056|2019-09-05|15|4015|519531.25999999046|207185|116775|38993|58816|16862
906590|202781|2019-04-23|15|2187|331439.5299999911|224166|107369|43631|53908|31002
1459368|292751|2020-04-27|15|4848|742762.20999999|371248|204186|81385|148516|130
1743211|389671|2019-12-14|15|9274|1051854.5799999905|441983|196330|83165|193471|16116
976911|184186|2019-08-02|15|3162|375728.8599999876|231353|132988|42698|76010|4174
1272855|239766|2020-01-14|15|3978|445921.3199999938|306204|165101|54393|107483|9697
1521235|325601|2019-11-18|15|5604|494885.499999995|383661|177461|70064|157413|8507
1456263|287200|2020-05-03|15|4684|643629.1099999886|385220|209508|83032|154559|244
1565114|308952|2020-05-02|15|5450|789614.3599999873|404142|224697|91834|155058|319
1464970|289488|2020-04-26|15|4340|609927.7999999879|398532|212579|83882|166371|298
1992303|292999|2020-01-15|15|7230|624967.2599999405|470795|247619|65020|141694|59705
1500912|266080|2020-01-07|15|2398|285961.13999997487|322884|185950|62764|88890|21333
939240|183498|2019-07-20|15|3259|397407.89000000095|234538|134130|47642|78874|2322
847284|184949|2019-09-10|15|3850|469486.9799999849|214857|116132|42520|74482|3382
774932|176665|2020-03-10|15|3041|462974.6299999998|208787|105920|34342|72862|5078
2015062|442518|2019-12-15|15|10613|1075860.7799999698|503382|218674|86903|220342|34834
1465065|290876|2020-04-24|15|4800|712185.659999987|369964|198695|80878|155434|431
470820|71776|2019-10-02|15|0||96389|83281|35088|619|347
945515|198920|2019-06-05|15|3378|425429.0399999889|231914|123860|49169|61024|3993
724166|157229|2019-08-11|15|2148|216849.92999999013|190011|100922|36580|68608|1331
915913|182027|2019-07-26|15|2836|347193.6199999952|227708|131297|45840|69433|5361
659430|153348|2020-02-26|15|2031|286448.4599999991|171311|87444|32169|55169|1542
1407826|235157|2020-01-16|15|4750|501806.0699999882|333720|184208|53543|107368|14172
1179745|314964|2020-03-26|15|2767|315816.6799999947|230954|131168|44047|94953|618
1719222|295468|2020-01-11|15|5897|720824.0299999666|420297|224979|68764|165551|20318
1218164|231850|2019-07-04|15|4086|549076.5899999943|297155|159397|58509|103420|4380
699151|166498|2020-02-20|15|1870|278970.0999999964|186560|87703|30607|59590|14812
1805185|377297|2019-12-12|15|8747|845905.7799999956|441686|191989|79672|170073|48701
1159381|224974|2019-07-05|15|3873|492415.88999999024|284614|151368|54540|101566|4708
874953|200839|2020-03-15|15|1956|307689.5899999948|226027|107298|32227|84299|21968
965091|217666|2019-05-30|15|2645|403393.6499999935|241090|120682|51461|72627|10923
1674441|329453|2019-11-21|15|4542|470989.17999998713|398099|191113|71844|163920|26791
770312|169705|2019-05-10|15|0||189867|96104|39941|46531|13580
591831|128452|2019-09-26|15|854|110716.53999999914|126141|79188|32753|30820|2321
1045391|216688|2019-10-08|15|2842|275873.1099999891|247731|131143|42787|83919|511
692653|159230|2019-06-16|15|2052|258969.5899999903|187090|92493|36394|56374|13654
1083090|219625|2019-10-05|15|0||263891|138497|45230|98541|951
1577578|321901|2019-11-12|15|7090|599396.5599999962|381231|203793|72340|152792|7524
1809094|302235|2019-07-09|15|6062|617244.0299999709|418328|197254|63601|96943|96890
1489429|245073|2020-01-29|15|4689|530023.5599999789|336098|173577|48694|96587|52657
822302|218657|2019-12-25|15|1916|221102.41999999815|223762|102385|43933|84819|2344
1609281|358686|2019-12-10|15|8925|866017.7399999945|401202|195666|82119|171264|7023
2999482|591172|2019-11-30|15|14818|1906538.869999752|720529|320424|114352|329123|80897
1381159|323100|2019-12-19|15|4932|616716.8499999901|348712|153677|65476|135783|27750
819381|181993|2019-08-13|15|2352|273554.1099999906|205404|110884|40414|71407|1132
822211|189275|2020-02-23|15|1989|219286.1499999964|216924|93867|32592|67051|33647
4676669|560690|2020-01-08|15|18324|2267306.799999634|947299|584639|141393|323105|87146
754829|166422|2019-08-16|15|2402|259851.1599999893|191848|104469|35674|68004|2988
922681|197608|2019-06-04|15|3314|444849.1499999951|226259|117124|44725|55277|11329
1538655|310405|2020-05-01|15|5257|694392.4999999845|399996|214878|83494|167998|661
1430718|312712|2019-10-30|15|6460|832605.0899999999|383830|184030|60219|175466|4069
1372226|298160|2019-12-26|15|3734|434776.5899999711|337266|174212|69862|111059|1676
402267|90484|2020-02-13|15|1845|276523.6799999957|100156|39968|26461|34977|1026
847942|185667|2019-09-15|15|3017|368500.749999992|228703|116122|38358|83327|8903
857368|196356|2019-09-18|15|2890|446725.7199999917|225637|110412|40355|85858|1664
1579855|282241|2020-04-05|15|5537|866954.809999971|384223|232345|83051|138125|236
1043176|234289|2019-05-08|15|0||259766|138470|57194|67940|1698
813421|181888|2019-06-18|15|2471|343965.4399999906|199110|102070|39880|51740|16257
1390228|357703|2019-12-22|15|3470|494948.0999999968|364619|155834|73393|157200|1501
808663|182344|2019-05-27|15|2529|349284.2799999956|204410|108035|44282|58143|4209
1307323|303755|2019-10-28|15|4363|550190.7899999997|370254|159700|55841|171165|8864
1449873|292716|2020-04-21|15|4336|666043.8599999907|359226|199143|78566|138099|411
2697168|505992|2019-11-25|15|8020|853380.5299999675|608779|263952|100057|229182|75195
959000|197776|2019-05-19|15|2687|324966.9099999905|249517|117606|46805|65900|37103
2378754|484097|2019-12-02|15|13346|1391051.7099998926|578425|274466|98974|270365|48430
1129088|217494|2019-07-22|15|4175|519436.28999999573|278838|161714|58192|84083|7833
1332917|242135|2019-07-07|15|4273|491119.4299999909|340338|176821|61739|128055|12923
1106015|204722|2020-02-03|15|4347|543512.1699999879|258378|152524|45449|82947|10864
888394|194623|2019-06-23|15|2414|309831.359999993|240180|130971|55475|67543|2039
779479|176549|2019-06-22|15|2398|322651.8199999959|209137|114778|48887|57309|2576
880352|198047|2019-05-02|15|2620|408519.68999999843|222179|111597|44904|58120|18311
752648|172348|2019-05-25|15|2369|344386.7199999987|195657|101438|42771|59109|2798
1679799|316637|2020-04-15|15|5972|887397.999999978|414779|232369|91060|161805|183
1611805|345136|2019-11-01|15|6464|700839.2899999997|418574|201335|72416|165594|24386
1666122|348751|2019-11-10|15|5153|441763.33999999455|434772|198483|73919|190685|6959
1707191|306002|2020-04-09|15|6327|816652.3699999615|379819|227858|86801|140476|677
1127412|235487|2020-01-04|15|3188|405216.82999997615|281617|149412|60799|80231|10676
768988|172294|2019-08-09|15|2528|281391.2699999903|195759|102317|36356|68504|4207
1240293|212823|2019-07-31|15|4051|423296.5299999849|281541|163250|50267|81316|15638
2665750|502091|2019-11-28|15|9539|1094777.0399999607|603441|312581|117219|256511|8618
864785|187543|2019-05-12|15|2401|332879.0099999945|219593|105980|41801|55029|30020
846072|183262|2020-02-05|15|2665|334435.34999999666|210823|113052|38832|67576|3558
1072883|203134|2019-08-01|15|3116|350494.9299999917|251816|141842|46607|77800|12497
872828|190255|2019-05-05|15|2349|342427.84999999515|229217|114076|46702|61504|17788
840191|185997|2020-02-16|15|2051|247926.2199999936|234102|95612|32741|82410|35430
1607915|336018|2019-11-15|15|4923|442362.82999998954|380673|162328|61417|142330|49667
812463|184873|2019-05-03|15|2219|367540.73999999603|204610|103073|40907|53710|16353
882888|181958|2019-06-07|15|2989|374371.74999999406|217179|106119|41594|51906|33461
391342|86945|2019-09-30|15|0||75924|58204|26954|1792|545
1024749|202453|2019-09-08|15|3949|437246.2299999839|265688|137753|45824|76567|34815
1608356|301286|2020-04-08|15|5882|774717.7999999622|369177|220573|84607|136024|1206
1506391|287163|2020-04-07|15|5662|751401.459999968|348002|202454|79105|131998|687
1165435|210861|2019-07-17|15|3972|476166.32999999507|281748|160304|55977|87357|10577
943606|181071|2019-07-19|15|3236|373756.61999999476|230164|130662|46626|75545|4991
965818|201419|2019-08-19|15|3385|462218.74999998993|240499|136383|45388|83849|7163
1064530|223385|2019-08-30|15|2826|320387.11999999214|254335|113218|38299|69276|57465
1802994|400743|2019-12-07|15|8804|855564.7099999934|465441|210335|86014|216491|16672
906647|193472|2019-09-09|15|4082|489767.7099999847|226271|123965|43768|74767|8000
1045766|233649|2019-06-10|15|3774|531853.3099999967|262382|137383|56496|74290|8574
1043559|206717|2019-10-04|15|0||241915|126807|43464|87392|557
846022|186741|2019-09-02|15|3826|449192.4599999929|210166|118725|41816|68378|5655
890625|196387|2019-09-01|15|2549|263666.8199999893|229597|119629|40496|74350|18220
1315782|279627|2019-12-30|15|3484|445851.269999958|314406|155266|59260|85425|40984
773498|174055|2019-05-18|15|2536|364657.6699999988|202468|106530|42571|60856|3304
644044|157449|2020-02-22|15|1827|281070.4600000005|178703|87927|31345|63384|3472
1202175|255091|2020-03-28|15|3722|445547.139999982|285870|157498|52036|126140|584
640393|152871|2020-02-25|15|1892|258341.89999999656|170141|87386|31458|56934|2130
1841577|336248|2020-04-13|15|6180|841621.8399999578|439111|255825|96789|168688|310
1404200|284057|2020-04-28|15|4988|732672.6999999848|352048|195697|76770|142213|420
1485194|268213|2019-07-03|15|5180|664540.0499999761|356072|192481|70136|120787|11196
743090|175320|2020-02-10|15|2235|287136.5999999996|193561|99376|35271|61538|5882
830748|186519|2019-09-17|15|3288|489171.81999999343|217404|111301|39556|79812|2561
1801827|367839|2019-11-22|15|4811|478604.23999998975|420858|194405|72463|175351|47115
1069399|241224|2020-03-25|15|2967|336873.09999999026|221215|135814|47193|77373|459
1325731|282797|2019-12-28|15|3379|418266.18999998743|324213|156443|62845|93620|36798
1039264|205762|2019-07-25|15|1153|171216.30999999974|268801|142837|50693|74513|25220
1298967|234928|2019-07-10|15|4953|530520.4899999948|309068|173777|61601|91320|19485
988528|187497|2020-01-28|15|3493|464430.8599999932|240167|137272|45104|78064|13701
755166|207936|2019-12-24|15|2503|354763.7899999953|193295|92002|38719|68657|3395
920692|196368|2019-08-28|15|3673|390679.64999998687|227535|129036|42936|76308|3732
1130988|229600|2020-03-29|15|3398|416489.6699999907|270473|151238|49448|119812|279
1410736|327885|2019-12-18|15|0||355885|165856|71035|157434|4805
753124|155631|2019-09-29|15|0||149163|116511|54385|2624|1084
850018|192267|2019-09-19|15|2856|434841.9999999901|222154|103514|37049|76670|17110
1557717|341555|2019-11-16|15|5328|518597.279999994|406072|177639|67892|168665|17845
1448472|306304|2019-11-14|15|4890|446814.5199999925|366484|164283|62666|143154|16950
907190|204246|2019-08-15|15|2618|273297.0399999881|222471|115452|41284|75012|11509
851368|188582|2019-08-14|15|2413|273308.0799999893|207671|106127|38122|68224|15474
2157668|458806|2019-11-11|15|8119|748311.8100000106|538802|244269|91367|222617|39831
1479141|291962|2019-06-25|15|2130|284801.2699999929|344903|194118|69241|71654|16797
1264180|228560|2020-01-20|15|4358|495043.1199999906|310153|169383|55139|110906|8456
1174236|230326|2019-10-13|15|3665|376308.58999998897|296991|136247|43722|98902|25994
1225605|261689|2020-03-31|15|0||274447|156595|52930|116685|768
705547|168722|2020-02-29|15|2132|333464.26999999955|189879|92889|34189|68900|3308
673438|158184|2020-02-28|15|1913|309361.14999999746|175251|83244|29736|54496|14815
962646|197815|2019-08-27|15|4153|415387.4299999901|239276|135254|45167|79291|9528
2209496|469892|2019-12-08|15|10571|951432.2999999969|561332|251252|98071|262748|36346
1162035|259592|2020-05-14|15|4044|564406.7699999921|314660|163038|64509|109628|303
1602929|295211|2020-04-04|15|6309|807760.1099999631|382929|223730|84831|148859|384
2700850|512168|2019-11-26|15|8402|868624.499999953|617474|267541|97908|205545|83023
1243884|311112|2019-12-23|15|3745|546457.5499999984|305065|145847|66873|102986|9425
713053|175073|2020-03-17|15|1999|277006.10999999393|158906|93014|27931|61702|1372
754733|165086|2019-05-26|15|2205|273168.4599999891|201139|99383|39389|59783|14734
760797|175528|2020-03-18|15|2004|252429.6799999961|172646|108128|36820|55125|1126
1494441|287848|2020-04-19|15|4150|607270.1299999894|398819|210324|83259|165191|343
1679863|268410|2020-01-19|15|5024|508282.29999998177|410705|210663|62333|142251|49543
1268369|278793|2019-09-23|15|4850|752286.6499999845|291995|156616|46913|98629|17694
1421959|304067|2019-11-02|15|6254|634683.2599999949|386381|189672|68314|164385|7498
860722|187316|2019-09-27|15|0||170431|110859|45886|38481|2740
1511974|300721|2020-04-20|15|4338|686055.5999999904|377656|206306|81556|148213|96
1209724|225152|2019-07-15|15|4257|472725.1699999994|290726|172354|62600|93298|7186
722606|165323|2019-08-10|15|2324|283094.3499999929|191950|97441|37006|68747|1750
1122114|248819|2019-10-19|15|3946|543373.5099999958|301623|140445|47756|129557|5264
1001456|205694|2019-05-28|15|2682|343739.8099999945|245824|117859|44807|56915|41023
693160|162050|2019-06-15|15|2276|351410.669999996|181940|95284|39522|54158|2398
1132640|266280|2019-10-25|15|3153|421966.7899999932|310662|127676|45100|143766|18020
767997|174243|2019-05-22|15|2484|348400.39000000036|189938|101351|40943|56999|2234
3661422|486746|2019-06-26|15|11928|2003202.9199998043|738096|504791|123106|168473|63759
838008|184853|2019-05-29|15|2442|359097.2899999937|204641|106285|43089|58573|8091
860030|191557|2020-03-09|15|3321|445785.0399999981|230386|108756|34604|75850|24980
853197|185267|2019-09-03|15|3811|466980.18999999115|209830|120768|42045|64811|7453
778176|174523|2019-05-23|15|2199|295727.4499999909|196463|97046|39154|53901|17331
935591|197578|2019-06-20|15|2851|368640.7999999861|227191|131213|42392|52562|28706
931527|188989|2019-06-09|15|2551|303251.2099999924|233548|111497|43085|58419|32105
807431|191409|2019-05-06|15|2635|420537.77999999584|200217|104832|43004|55449|7629
1494632|258119|2020-01-13|15|5656|676984.6599999742|352518|204079|63685|123173|15061
1529126|328601|2019-11-09|15|5330|548377.0199999968|391975|177661|69040|166265|13322
1157687|205896|2019-07-14|15|3910|401508.46999999776|280778|153553|53578|87860|26523
1126894|217134|2020-01-26|15|3643|388343.4699999943|300021|157153|50609|125170|5868
852228|191851|2019-08-31|15|3003|365153.1399999943|217648|112792|39311|71373|13816
785106|169466|2019-08-17|15|2314|266491.15999999025|201837|110170|38925|71940|1599
1093544|204142|2020-01-31|15|3617|438622.68999999017|255907|137962|41166|80693|24404
1077012|209941|2020-01-22|15|3550|384981.6799999932|266368|148412|45354|95674|9381
672217|160865|2020-02-21|15|1668|247122.219999996|179320|80170|29382|56346|19216
1440953|281621|2020-04-29|15|5253|787724.4299999843|361135|199752|80741|145962|755
841845|184336|2019-06-12|15|2877|415270.52999998815|203512|111395|44565|57997|6707
1099341|224916|2019-10-07|15|4098|440066.90999998414|259767|134485|44816|90838|874
1157295|224224|2019-10-06|15|0||281580|142387|44451|107674|556
1731412|374918|2019-12-16|15|10010|965500.9899999857|420929|197027|83013|177846|8221
1090507|249007|2020-03-27|15|2998|374375.7799999926|237653|136475|45232|97740|824
960762|218563|2020-03-21|15|2332|289790.76999999763|215494|127434|42428|80479|558
590339|148261|2020-03-13|15|2038|385096.21999999695|153765|71635|22887|57502|9692
802834|179707|2019-05-15|15|2699|346019.3399999909|196184|108592|41691|54097|2094
1917644|424395|2019-12-03|15|10231|929719.3800000045|483561|215933|84172|239527|20462
923628|203859|2019-04-29|15|2964|458147.37999999704|223353|116077|47136|64544|9920
1805127|368640|2019-11-17|15|5974|466614.55999999365|475992|202576|75448|195090|34513
1429059|302606|2019-12-27|15|3680|442870.85999996564|343556|163946|62284|97077|44681
935525|184645|2020-01-23|15|2922|327882.33999999496|235754|127459|43698|85714|3410
1069732|213492|2020-01-25|15|3406|405360.73999999365|275488|142731|48515|107218|10488
729111|165038|2019-04-25|15|1971|318264.3599999983|181180|96491|40196|50344|3932
1291273|244160|2019-07-08|15|4707|569923.4999999937|314739|179981|64929|104509|3719
846819|197348|2020-03-19|15|2181|278181.2599999922|181025|110496|36706|63295|992
1458960|278551|2019-06-29|15|4255|596788.1699999939|368659|196552|75414|129791|3670
1406551|296737|2020-05-10|15|4353|567857.2999999913|385645|202825|80347|153969|113
1240238|277462|2020-05-11|15|4206|583502.1199999903|310354|171959|67821|114939|134
612476|153526|2020-03-12|15|2609|431316.3399999985|157325|83062|23436|55696|3728
825998|174563|2019-08-24|15|3258|368584.54999999155|213225|117360|38316|75004|2622
995577|231644|2020-03-23|15|2500|322825.0999999903|201360|121678|40864|73205|372
1486931|312864|2020-05-09|15|4798|666663.0299999892|389678|205999|84075|155399|165
1798267|389591|2019-11-23|15|5383|568094.849999995|467107|207677|80657|221005|11618
1052970|215256|2019-10-11|15|3081|382671.7799999859|245942|112881|36621|78171|29013
1195107|266555|2020-05-12|15|4700|791395.749999993|298739|165621|64591|112045|109
2000719|421631|2019-11-24|15|5774|574445.2199999883|501653|235502|83708|229711|18428
789903|176848|2019-06-19|15|2280|297863.9199999904|197941|105929|42192|54669|5639
1073754|258701|2019-10-26|15|3281|452688.6199999961|311553|125441|45563|154758|4963
814483|180551|2019-05-11|15|0||208017|107949|46646|55123|6203
731827|163505|2020-02-27|15|2115|312902.819999997|189444|90799|31681|57443|18994
1751353|298788|2019-07-02|15|5512|672706.8699999693|403361|202216|69325|117903|50597
1532943|283140|2019-07-01|15|5203|708429.1499999642|365509|195434|68656|120396|30776
1406135|234781|2020-02-02|15|4479|498362.6699999878|329072|170115|48625|101556|54680
1024826|194173|2019-07-18|15|3428|405081.3899999966|249855|142990|48577|81029|4092
1513849|316057|2020-05-04|15|4995|747636.5499999906|353111|201220|81949|131261|339
1167693|215010|2020-01-27|15|3621|429109.45999999344|276213|150943|46701|84853|36649
1188895|217831|2019-07-11|15|4057|460680.55999999936|283232|157483|55116|80859|24072
1094779|229995|2019-10-14|15|3841|530694.8399999893|268324|132604|43912|93385|10983
1127560|202831|2019-07-21|15|3389|368526.05999999493|282584|146541|49440|86328|34098
1512394|314844|2019-12-29|15|3152|358554.4299999868|353957|165746|62438|93888|65557
1825578|397252|2019-12-06|15|9369|934523.9500000008|457889|204963|80424|216519|28083
1107347|212292|2020-02-01|15|3675|510914.6899999928|270887|150388|48731|94800|5923
982668|192615|2019-07-27|15|3028|370385.769999995|244979|139228|49840|78918|3690
861368|189667|2020-02-09|15|2482|294738.1899999949|234692|106722|37123|81495|22854
1710447|378211|2019-12-11|15|7801|793939.39999999|421137|196906|83045|179862|3721
1436642|294222|2019-10-20|15|4272|432228.30999999726|381828|163961|52710|143624|49589
633684|135893|2019-09-25|15|1921|305183.8799999925|133897|76858|28772|37968|1745
749370|174739|2019-06-17|15|2567|361924.3999999953|187040|100279|39681|55098|4996
975906|203372|2019-10-17|15|2969|396233.2599999929|245048|123117|43059|85193|16903
3160709|609788|2019-12-01|15|16440|1966711.009999961|774273|347738|123338|361899|77571
1594357|323894|2019-11-07|15|5885|558802.01|384480|184658|64602|141235|28140
732947|161324|2019-09-28|15|0||147933|113784|54406|2633|1137
967702|225614|2020-03-24|15|2699|335866.4699999925|196887|126819|44127|61997|373
1349968|277162|2019-06-24|15|3091|377990.6699999927|326580|166031|64275|72173|40876
846246|183644|2019-08-08|15|2506|291439.36999999237|210283|110995|39031|66862|15428
1408656|306595|2019-10-27|15|3862|401742.94999999716|417275|160885|55237|187839|39123
882699|200945|2020-03-22|15|2273|273963.26999999053|198088|114761|36885|79708|381
1565326|334481|2020-05-08|15|5201|719401.5499999856|404476|214897|85205|164845|342
1030042|237780|2019-10-31|15|3439|446052.65999999404|258887|121229|40851|104879|18038
864016|185161|2019-09-12|15|2523|296293.6599999913|182089|92295|33562|50072|19484
1049952|237544|2019-09-22|15|3086|372133.6899999895|285385|131008|44099|111309|22291
865248|199859|2019-04-30|15|2877|455599.8199999985|199494|105003|40907|63563|4349
1262273|249306|2020-01-05|15|3233|351748.1299999679|308841|147367|54904|84992|41306
861399|188713|2019-09-07|15|3682|541525.9899999889|222337|124513|46631|71602|2197
1324857|273731|2020-04-02|15|4357|508805.1999999679|295084|172867|58907|120079|546
1408890|286134|2020-04-30|15|4994|707139.7599999851|350662|194935|77025|139507|600
1213353|299673|2019-12-20|15|3782|523322.9599999932|313060|138380|61180|135290|5039
880610|190836|2019-09-04|15|3990|530330.5199999919|220598|128575|46229|70385|3084
